instruction,intent,category,tags,response
I'm constantly losing service i wanna break my fucking mobile contract,cancel_plan,SUBSCRIPTION,BCQW,"Certainly, we can assist you with the cancellation of your mobile plan.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

If you require any additional help, do not hesitate to inform me."
"constantly I am losing service, I want to cancel my fucking cell plan",cancel_plan,SUBSCRIPTION,BCELW,"Certainly, we can assist you in canceling your cell plan.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

If you require additional help, please inform me."
"constantly I'm losing service, I need to cancel my internet plsn",cancel_plan,SUBSCRIPTION,BCLZ,"Certainly, we can assist you in canceling your internet plan.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

If you require any additional support, please do not hesitate to ask."
there is no mobile signal in my area how to break my contract,cancel_plan,SUBSCRIPTION,BCIQ,"To proceed with the cancellation of your internet plan, please follow the guidelines outlined below.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

Should you require any additional help, do not hesitate to reach out."
i have to cancel my internet contract where to do it,cancel_plan,SUBSCRIPTION,BCILQ,"Certainly, we can assist you with the cancellation of your internet plan.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

If you require any additional help, please do not hesitate to reach out."
how can i cancel my fucxking cell plan,cancel_plan,SUBSCRIPTION,BILQWZ,"Certainly, we are here to assist you in canceling your mobile plan.

1. Access your account by visiting {{WEBSITE_URL}}.
2. Go to the {{CANCEL_SECTION}} category.
3. Select the {{CANCEL_PLAN_OPTION}} option from the available choices.
4. Adhere to the displayed instructions to finalize the cancellation.

If you require additional support, please feel free to ask."
"I would like to cancel my internet plan, will you help me?",cancel_plan,SUBSCRIPTION,BCILP,"Certainly, we can assist you in the process of canceling your internet plan.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

If you require additional support, please do not hesitate to reach out."
"I would like to cancel my mobile contract, could you help me?",cancel_plan,SUBSCRIPTION,BCILP,"Certainly, we can assist you in the process of canceling your mobile contract.

1. Access your account by visiting {{WEBSITE_URL}}.
2. Go to the {{CANCEL_SECTION}} area.
3. Select the {{CANCEL_PLAN_OPTION}} option available.
4. Adhere to the prompts displayed on the screen to finalize the cancellation.

If you have any additional questions, please feel free to reach out."
i got to cancel my mobile plan will ya help me,cancel_plan,SUBSCRIPTION,BCIPQ,"Certainly, we can assist you with the cancellation of your mobile plan.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

If you require any additional help, do not hesitate to reach out."
there is no mobile signal in my area I'd like to cancel my fukcing internet contract,cancel_plan,SUBSCRIPTION,BCLPQWZ,"Certainly, we are able to assist you with the cancellation of your internet contract.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

If you require any additional support, please do not hesitate to contact us."
I need help canceling my fucking cell plan,cancel_plan,SUBSCRIPTION,BLW,"Certainly, we can assist you in canceling your cell plan.

1. Access your account by visiting {{WEBSITE_URL}}.
2. Locate the {{CANCEL_SECTION}} section within your account settings.
3. Select the {{CANCEL_PLAN_OPTION}} option available there.
4. Follow the instructions provided on the screen to finalize the cancellation.

If you require any additional support, please do not hesitate to reach out."
"I'm constantly losing service, I want to break my fucking mobilecontract",cancel_plan,SUBSCRIPTION,BCWZ,"Certainly, we can assist you in terminating your mobile service plan.

1. Log in to your account at {{WEBSITE_URL}}.
2. Go to the {{CANCEL_SECTION}} section.
3. Select the {{CANCEL_PLAN_OPTION}} option.
4. Adhere to the instructions displayed on the screen to finalize the cancellation.

If you require additional help, please inform me."
"constantly I am losing service, how could I cancel my plan for non-performance?",cancel_plan,SUBSCRIPTION,BCEIP,"Certainly, we can assist you with the cancellation of your internet plan.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

If you require additional help, please do not hesitate to reach out."
"I'm constantly losing service, how could I break my internet contract?",cancel_plan,SUBSCRIPTION,BCILP,"Certainly, we can assist you in the process of canceling your internet plan.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

If you require any additional support, please do not hesitate to ask."
"I have to cancel my fucking mobile plan, can you help me?",cancel_plan,SUBSCRIPTION,BCIW,"Certainly, we can assist you in the process of canceling your mobile plan.

1. Access your account by visiting {{WEBSITE_URL}}.
2. Go to the {{CANCEL_SECTION}} category.
3. Select the {{CANCEL_PLAN_OPTION}} alternative.
4. Adhere to the instructions displayed on your screen to finalize the cancellation.

If you require additional help, please inform me."
how do i cancel my mobile plan,cancel_plan,SUBSCRIPTION,BIQ,"Certainly, we can assist you with the cancellation of your mobile plan.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

If you require additional support, please do not hesitate to ask."
"I'm constantly losing service , I need to break my fucking mobile contract",cancel_plan,SUBSCRIPTION,BCWZ,"Certainly, we can assist you in terminating your mobile service plan.

1. Log in to your account at {{WEBSITE_URL}}.
2. Go to the {{CANCEL_SECTION}} section.
3. Select the {{CANCEL_PLAN_OPTION}} option.
4. Adhere to the instructions displayed on the screen to finalize the cancellation.

If you require additional help, please inform me."
there  is no mobile signal in my area id like to cancel my internet plan,cancel_plan,SUBSCRIPTION,BCLPQZ,"Certainly, we are prepared to assist you with the cancellation of your internet plan.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

If you require additional help, please feel free to reach out."
id like to cncel my fucking cell contract how do i do it,cancel_plan,SUBSCRIPTION,BCILPQWZ,"Certainly, we are prepared to assist you with the cancellation of your mobile contract.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

If you require additional help, please feel free to reach out."
I'd like to cancel my fucking internet plan will ya help me,cancel_plan,SUBSCRIPTION,BCILPQW,"Certainly, we can assist you in the process of canceling your internet plan.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

If you require additional support, please do not hesitate to reach out."
"I need to cancel my fucking mobile plan, can you help me?",cancel_plan,SUBSCRIPTION,BCIW,"Certainly, we can assist you in the process of canceling your mobile plan.

1. Please log in to your account at {{WEBSITE_URL}}.
2. Go to the {{CANCEL_SECTION}} area.
3. Select the {{CANCEL_PLAN_OPTION}} option available.
4. Adhere to the prompts displayed on the screen to finalize the cancellation.

If you have any additional questions, please feel free to reach out."
I'd like to cancel my mobile plan i need help,cancel_plan,SUBSCRIPTION,BCPQ,"Certainly, we are here to assist you with the cancellation of your mobile plan.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

If there is anything more you require, please do not hesitate to ask."
id lioke to cancel my mobile plan,cancel_plan,SUBSCRIPTION,BPQZ,"Certainly, we can assist you with the cancellation of your mobile plan.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

If you require any additional assistance, please do not hesitate to let me know."
there is no moible signal in my area id like to cancel my cell plan,cancel_plan,SUBSCRIPTION,BCLPQZ,"Certainly, we can assist you with the cancellation of your cell plan.

1. Please log into your account by visiting {{WEBSITE_URL}}.
2. Proceed to the {{CANCEL_SECTION}} area.
3. Select the {{CANCEL_PLAN_OPTION}} choice.
4. Adhere to the instructions displayed on-screen to finalize the cancellation.

If you require additional help, do not hesitate to reach out."
"I have to cancel my mobile contract, could I get some help?",cancel_plan,SUBSCRIPTION,BCILP,"Certainly, we can assist you in the process of canceling your mobile contract.

1. Access your account by visiting {{WEBSITE_URL}}.
2. Go to the {{CANCEL_SECTION}} area.
3. Select the {{CANCEL_PLAN_OPTION}} option available.
4. Adhere to the prompts displayed on the screen to finalize the cancellation.

If you have any additional questions, please feel free to reach out."
"I have to cancel my fucking mobile plan, how dco I do it?",cancel_plan,SUBSCRIPTION,BCIWZ,"Certainly, we can assist you in canceling your mobile plan.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

If you require additional help, please inform me."
"I have to cancel my fucking mobile contract, I need assistance",cancel_plan,SUBSCRIPTION,BCLW,"Certainly, we are here to assist you with the cancellation of your mobile contract.

1. Access your account by visiting {{WEBSITE_URL}}.
2. Go to the {{CANCEL_SECTION}} area.
3. Select the {{CANCEL_PLAN_OPTION}} choice.
4. Adhere to the on-screen prompts to ensure the cancellation is confirmed.

If you require additional help, do not hesitate to ask."
i have tgo cancel my cell contract,cancel_plan,SUBSCRIPTION,BLQZ,"Certainly, we can assist you in canceling your cell plan.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

If you require any additional assistance, please do not hesitate to let me know."
"there is no mobile signal in my area , how do I terminate my contract for non-performance?",cancel_plan,SUBSCRIPTION,BCIZ,"Certainly, we can assist you with the cancellation of your mobile service plan.

1. Log in to your account on {{WEBSITE_URL}}.
2. Navigate to the {{CANCEL_SECTION}} section.
3. Choose the {{CANCEL_PLAN_OPTION}} option.
4. Follow the on-screen instructions to confirm the cancellation.

If you require additional support, please do not hesitate to reach out."
